player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,cluster_id,cluster_label,archetype_role,archetype_role_match_score
Abhinav Dixit,84,5,80,5,1,3,16.8,37,4,0.4,0,0.0,12.28,1,0,0.2,0.0,105.0,0.075,0.012,0.062,0.31,0.3,0,44,40,0,48,32,0.0,0.524,0.476,,91.67,125.0,death,18.33,14.5,16.0,0.646,Railways,2018,5.2,5.0,4,6,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Abhisek Das,142,7,142,10,3,7,20.29,56,0,0.0,1,0.143,19.22,2,1,0.286,0.143,100.0,0.092,0.021,0.07,0.408,0.394,92,45,5,95,43,4,0.648,0.317,0.035,96.84,104.65,125.0,death,26.0,18.0,20.29,0.938,Bengal,2021,1.5714285714285714,2.0,1,2,2,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Abhishek Bhandari,109,6,87,10,4,6,18.17,46,0,0.0,1,0.167,17.19,2,0,0.333,0.0,125.29,0.161,0.046,0.115,0.587,0.379,16,87,6,19,61,7,0.147,0.798,0.055,84.21,142.62,85.71,middle,19.67,16.67,14.5,0.738,Madhya Pradesh,2019,5.0,5.0,3,7,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Abhishek Goswami,178,8,153,20,6,8,22.25,77,0,0.0,1,0.125,25.2,2,1,0.25,0.125,116.34,0.17,0.039,0.131,0.652,0.477,96,74,8,106,40,7,0.539,0.416,0.045,90.57,185.0,114.29,middle,27.0,8.0,19.12,1.0,Uttar Pradesh,2023,1.0,1.0,1,1,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Abhishek Gupta,33,5,36,0,1,5,6.6,18,0,0.0,1,0.2,7.99,0,0,0.0,0.0,91.67,0.028,0.028,0.0,0.182,0.333,0,13,20,0,16,20,0.0,0.394,0.606,,81.25,100.0,death,6.5,6.67,7.2,0.462,Punjab,2017,6.8,7.0,6,8,6,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Abhishek Mohan,20,3,19,1,1,2,6.67,12,3,0.333,0,0.0,4.73,0,0,0.0,0.0,105.26,0.105,0.053,0.053,0.5,0.368,0,5,15,0,4,15,0.0,0.25,0.75,,125.0,100.0,middle,,6.67,6.33,0.267,Kerala,2018,7.666666666666667,8.0,7,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Abhishek Sharma,878,34,594,75,51,30,25.82,112,0,0.118,5,0.147,32.03,11,8,0.324,0.235,147.81,0.212,0.086,0.126,0.69,0.372,399,393,86,308,236,50,0.454,0.448,0.098,129.55,166.53,172.0,death,35.52,10.15,17.47,1.0,Punjab,2023,2.176470588235294,2.0,1,10,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Abhishek Thakuri,116,8,125,15,0,8,14.5,35,2,0.0,0,0.0,10.73,1,0,0.125,0.0,92.8,0.12,0.0,0.12,0.517,0.504,74,42,0,73,52,0,0.638,0.362,0.0,101.37,80.77,,powerplay,15.67,13.8,15.62,1.0,Assam,2022,3.375,3.0,3,6,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Abhishek Yadav,183,8,146,19,6,7,22.88,52,3,0.125,0,0.0,15.56,3,1,0.375,0.125,125.34,0.171,0.041,0.13,0.612,0.356,7,117,59,7,102,37,0.038,0.639,0.322,100.0,114.71,159.46,death,18.0,23.57,18.25,1.0,Odisha,2021,4.5,4.5,4,5,4,top_order,finisher,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Abid Mushtaq,29,5,32,4,0,4,5.8,19,0,0.2,1,0.2,7.6,0,0,0.0,0.0,90.62,0.125,0.0,0.125,0.552,0.5,0,3,26,0,7,25,0.0,0.103,0.897,,42.86,104.0,death,,5.8,6.4,0.446,Jammu & Kashmir,2023,8.6,9.0,7,10,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Abishek Porel,53,3,38,6,2,3,17.67,23,8,0.0,0,0.0,8.39,0,0,0.0,0.0,139.47,0.211,0.053,0.158,0.679,0.447,50,3,0,34,4,0,0.943,0.057,0.0,147.06,75.0,,powerplay,8.0,22.5,12.67,0.346,Bengal,2024,1.3333333333333333,1.0,1,2,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Achit Shigwan,59,6,50,4,4,6,9.83,20,0,0.0,1,0.167,7.6,0,0,0.0,0.0,118.0,0.16,0.08,0.08,0.678,0.5,0,10,49,0,17,33,0.0,0.169,0.831,,58.82,148.48,death,,9.83,8.33,0.583,Goa,2019,5.833333333333333,6.0,5,7,6,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Adil Reshi,17,5,26,0,1,5,3.4,8,0,0.0,1,0.2,3.21,0,0,0.0,0.0,65.38,0.038,0.038,0.0,0.353,0.654,17,0,0,24,2,0,1.0,0.0,0.0,70.83,0.0,,powerplay,8.0,2.25,5.2,0.421,Jammu & Kashmir,2018,2.4,2.0,2,3,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Aditya Garhwal,263,17,235,34,5,17,15.47,43,0,0.0,1,0.059,13.96,4,0,0.235,0.0,111.91,0.166,0.021,0.145,0.631,0.464,201,61,1,164,66,5,0.764,0.232,0.004,122.56,92.42,20.0,powerplay,18.36,10.17,13.82,1.0,Rajasthan,2021,2.411764705882353,2.0,1,5,1,opener,aggressive_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Aditya Kaushik,567,24,512,46,16,22,23.62,78,0,0.083,0,0.0,22.54,8,4,0.333,0.167,110.74,0.121,0.031,0.09,0.494,0.371,272,254,41,266,211,35,0.48,0.448,0.072,102.26,120.38,117.14,middle,30.83,16.42,21.33,1.0,Goa,2022,2.5416666666666665,2.0,1,6,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Aditya Singh,7,3,17,0,0,3,2.33,6,0,0.0,1,0.333,3.21,0,0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.588,0,2,5,0,11,6,0.0,0.286,0.714,,18.18,83.33,death,,2.33,5.67,0.258,Jammu & Kashmir,2015,6.0,6.0,5,7,5,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Aditya Waghmode,282,10,192,29,12,8,28.2,82,0,0.2,1,0.1,25.58,5,2,0.5,0.2,146.88,0.214,0.062,0.151,0.667,0.344,176,88,18,115,62,15,0.624,0.312,0.064,153.04,141.94,120.0,powerplay,38.14,5.0,19.2,1.0,Baroda,2019,2.1,2.0,2,3,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Agniv Pan,50,4,68,4,1,3,12.5,17,6,0.25,0,0.0,5.07,0,0,0.0,0.0,73.53,0.074,0.015,0.059,0.44,0.529,1,47,2,8,56,4,0.02,0.94,0.04,12.5,83.93,50.0,middle,11.0,14.0,17.0,0.533,Bengal,2024,5.75,5.5,5,7,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Ahmed Banday,88,8,94,8,4,8,11.0,24,0,0.0,1,0.125,9.62,0,0,0.0,0.0,93.62,0.128,0.043,0.085,0.636,0.564,80,8,0,82,12,0,0.909,0.091,0.0,97.56,66.67,,powerplay,3.0,12.14,11.75,0.892,Jammu & Kashmir,2020,1.125,1.0,1,2,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Ahmed Shah,60,10,65,0,7,10,6.0,13,0,0.0,1,0.1,4.88,0,0,0.0,0.0,92.31,0.108,0.108,0.0,0.7,0.631,2,21,37,14,23,28,0.033,0.35,0.617,14.29,91.3,132.14,death,6.0,6.0,6.5,0.771,Manipur,2022,5.5,6.0,3,7,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Aishwary Mourya,22,4,31,1,1,3,5.5,18,0,0.25,1,0.25,8.54,0,0,0.0,0.0,70.97,0.065,0.032,0.032,0.455,0.548,0,9,13,0,20,11,0.0,0.409,0.591,,45.0,118.18,death,0.0,11.0,7.75,0.379,Chhattisgarh,2021,6.25,6.5,5,7,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Ajay Mandal,217,20,188,17,8,14,10.85,33,0,0.3,2,0.1,9.55,1,0,0.05,0.0,115.43,0.133,0.043,0.09,0.535,0.399,3,50,164,4,83,101,0.014,0.23,0.756,75.0,60.24,162.38,death,16.0,9.13,9.4,1.0,Chhattisgarh,2023,6.3,6.0,3,8,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Ajay Sarkar,10,6,15,1,0,1,1.67,5,0,0.833,0,0.0,1.86,0,0,0.0,0.0,66.67,0.067,0.0,0.067,0.4,0.533,0,0,10,0,0,15,0.0,0.0,1.0,,,66.67,death,3.5,0.75,2.5,0.438,Tripura,2021,10.142857142857142,10.0,9,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akash Bhandari,112,13,105,8,4,9,8.62,24,0,0.308,0,0.0,7.34,0,0,0.0,0.0,106.67,0.114,0.038,0.076,0.5,0.4,7,27,78,10,30,65,0.062,0.241,0.696,70.0,90.0,120.0,death,9.0,8.44,8.08,0.938,Hyderabad (India),2019,7.230769230769231,8.0,3,8,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Akash Choudhary,29,7,55,1,0,3,4.14,12,0,0.571,1,0.143,5.21,0,0,0.0,0.0,52.73,0.018,0.0,0.018,0.138,0.527,0,15,14,0,28,27,0.0,0.517,0.483,,53.57,51.85,middle,,4.14,7.86,0.667,Meghalaya,2023,9.428571428571429,10.0,7,11,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akash Deep,49,8,37,2,3,4,6.12,13,0,0.5,1,0.125,4.61,0,0,0.0,0.0,132.43,0.135,0.081,0.054,0.531,0.378,0,1,48,0,1,36,0.0,0.02,0.98,,100.0,133.33,death,12.0,5.29,4.62,0.654,Bengal,2023,8.75,9.0,8,10,9,tailender,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Akash Luitel,25,3,34,2,1,1,8.33,12,2,0.667,0,0.0,5.51,0,0,0.0,0.0,73.53,0.088,0.029,0.059,0.56,0.647,0,0,25,0,2,32,0.0,0.0,1.0,,0.0,78.12,death,,8.33,11.33,0.329,Sikkim,2021,9.666666666666666,10.0,9,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akash Madhwal,6,3,14,0,0,1,2.0,5,0,0.667,1,0.333,2.65,0,0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.571,0,0,6,0,0,14,0.0,0.0,1.0,,,42.86,death,,2.0,4.67,0.246,Uttarakhand,2021,9.666666666666666,9.0,9,11,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akash Pandey,3,3,10,0,0,2,1.0,2,0,0.333,1,0.333,1.0,0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.7,0,0,3,0,0,10,0.0,0.0,1.0,,,30.0,death,,1.0,3.33,0.229,Railways,2023,11.0,11.0,11,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akash Parkar,56,5,72,2,0,4,11.2,22,1,0.2,0,0.0,9.31,0,0,0.0,0.0,77.78,0.028,0.0,0.028,0.143,0.361,0,26,30,0,32,40,0.0,0.464,0.536,,81.25,75.0,middle,5.0,12.75,14.4,0.612,Mumbai,2020,7.333333333333333,7.0,6,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akash Singh,25,4,28,3,0,3,6.25,13,1,0.25,0,0.0,5.12,0,0,0.0,0.0,89.29,0.107,0.0,0.107,0.48,0.464,0,11,14,0,14,14,0.0,0.44,0.56,,78.57,100.0,death,,6.25,7.0,0.367,Nagaland,2022,7.0,7.0,5,9,5,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Akash Vasisht,168,9,128,18,3,7,18.67,43,1,0.222,0,0.0,14.93,2,0,0.222,0.0,131.25,0.164,0.023,0.141,0.536,0.289,9,101,58,6,80,42,0.054,0.601,0.345,150.0,126.25,138.1,powerplay,23.0,13.25,14.22,1.0,Himachal,2022,5.777777777777778,5.0,3,9,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Akhil Rajput,178,7,180,23,3,7,25.43,59,1,0.0,0,0.0,21.59,3,1,0.429,0.143,98.89,0.144,0.017,0.128,0.618,0.494,65,113,0,90,90,0,0.365,0.635,0.0,72.22,125.56,,middle,,25.43,25.71,0.938,Mizoram,2018,1.7142857142857142,2.0,1,2,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Akhilesh Sahani,221,18,205,15,9,15,12.28,41,0,0.167,1,0.056,11.34,3,0,0.167,0.0,107.8,0.117,0.044,0.073,0.516,0.415,42,36,143,44,56,105,0.19,0.163,0.647,95.45,64.29,136.19,death,,12.28,11.39,1.0,Arunachal Pradesh,2021,5.722222222222222,6.5,1,8,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Akshat Raghuwanshi,24,3,23,1,1,2,8.0,16,3,0.333,0,0.0,7.0,0,0,0.0,0.0,104.35,0.087,0.043,0.043,0.417,0.348,0,24,0,0,23,0,0.0,1.0,0.0,,104.35,,middle,16.0,4.0,7.67,0.283,Madhya Pradesh,2022,5.0,5.0,4,6,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Akshay Chandran,32,3,33,1,1,2,10.67,18,4,0.333,0,0.0,7.02,0,0,0.0,0.0,96.97,0.061,0.03,0.03,0.312,0.303,0,10,22,0,17,16,0.0,0.312,0.688,,58.82,137.5,death,14.0,4.0,11.0,0.325,Kerala,2020,6.75,7.0,6,7,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Akshay Karnewar,314,29,250,29,12,24,10.83,35,0,0.172,3,0.103,10.03,2,0,0.069,0.0,125.6,0.164,0.048,0.116,0.599,0.412,10,148,156,5,135,110,0.032,0.471,0.497,200.0,109.63,141.82,powerplay,8.92,12.38,8.62,1.0,Vidarbha,2022,6.129032258064516,7.0,4,8,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Akshay Wadkar,360,18,362,30,2,16,20.0,63,0,0.111,2,0.111,19.86,5,2,0.278,0.111,99.45,0.088,0.006,0.083,0.367,0.354,101,225,34,116,216,30,0.281,0.625,0.094,87.07,104.17,113.33,death,25.73,11.0,20.11,1.0,Vidarbha,2022,3.611111111111111,3.0,2,9,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Akshay Wakhare,11,8,19,0,0,5,1.38,6,0,0.375,3,0.375,2.0,0,0,0.0,0.0,57.89,0.0,0.0,0.0,0.0,0.526,0,0,11,0,2,17,0.0,0.0,1.0,,0.0,64.71,death,0.0,1.57,2.38,0.579,Vidarbha,2020,10.375,10.5,9,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Al Bashid Muhammed,91,11,169,5,2,10,8.27,24,1,0.091,0,0.0,7.24,0,0,0.0,0.0,53.85,0.041,0.012,0.03,0.352,0.657,34,35,22,83,74,12,0.374,0.385,0.242,40.96,47.3,183.33,death,19.0,7.2,15.36,1.0,Manipur,2023,3.4545454545454546,3.0,2,10,3,top_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Alok Sahoo,59,4,54,3,3,2,14.75,19,6,0.5,0,0.0,5.91,0,0,0.0,0.0,109.26,0.111,0.056,0.056,0.508,0.426,0,20,39,0,18,36,0.0,0.339,0.661,,111.11,108.33,middle,,14.75,13.5,0.475,Odisha,2015,7.5,7.5,6,9,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Aman Hakim Khan,80,9,49,5,6,6,8.89,21,1,0.333,0,0.0,6.86,0,0,0.0,0.0,163.27,0.224,0.122,0.102,0.7,0.327,15,17,48,7,13,29,0.188,0.212,0.6,214.29,130.77,165.52,powerplay,12.17,2.33,5.44,0.704,Mumbai,2022,6.0,7.0,2,8,7,lower_order,lower_order_hitter,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Amandeep Khare,758,28,654,54,23,22,27.07,90,0,0.214,1,0.036,22.7,10,3,0.357,0.107,115.9,0.118,0.035,0.083,0.467,0.338,161,356,241,177,341,136,0.212,0.47,0.318,90.96,104.4,177.21,death,34.25,24.2,23.36,1.0,Chhattisgarh,2023,3.5714285714285716,4.0,2,7,4,top_order,top_order_anchor,True,1,batting_tailender_cluster_1,tailender,0.0
Amiangshu Sen,76,10,95,3,3,7,7.6,22,0,0.3,1,0.1,8.28,0,0,0.0,0.0,80.0,0.063,0.032,0.032,0.395,0.537,16,44,16,31,43,21,0.211,0.579,0.211,51.61,102.33,76.19,middle,16.5,5.38,9.5,0.896,Meghalaya,2023,5.8,5.5,3,9,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Amit Ali,21,4,21,2,0,4,5.25,12,0,0.0,2,0.5,6.18,0,0,0.0,0.0,100.0,0.095,0.0,0.095,0.381,0.381,0,4,17,0,4,17,0.0,0.19,0.81,,100.0,100.0,middle,4.5,6.0,5.25,0.338,Tripura,2023,8.0,8.0,8,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Amit Chopra,42,6,50,2,1,4,7.0,15,2,0.333,0,0.0,5.93,0,0,0.0,0.0,84.0,0.06,0.02,0.04,0.333,0.42,2,28,12,6,29,15,0.048,0.667,0.286,33.33,96.55,80.0,middle,9.5,2.0,8.33,0.583,Railways,2018,4.833333333333333,4.0,4,7,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Amit Mishra,38,9,33,4,1,6,4.22,19,0,0.333,3,0.333,5.93,0,0,0.0,0.0,115.15,0.152,0.03,0.121,0.579,0.455,0,4,34,0,3,30,0.0,0.105,0.895,,133.33,113.33,middle,8.33,2.17,3.67,0.638,Railways,2018,8.666666666666666,9.0,8,9,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Amit Pachhara,83,6,84,6,1,5,13.83,37,0,0.167,3,0.5,15.99,1,0,0.167,0.0,98.81,0.083,0.012,0.071,0.361,0.381,7,38,38,14,37,33,0.084,0.458,0.458,50.0,102.7,115.15,death,11.5,15.0,14.0,0.725,Services,2021,4.833333333333333,4.5,4,6,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Amit Sinha,318,18,303,18,13,12,17.67,77,0,0.333,3,0.167,22.64,4,2,0.222,0.111,104.95,0.102,0.043,0.059,0.472,0.399,13,170,135,29,187,87,0.041,0.535,0.425,44.83,90.91,155.17,death,17.83,17.58,16.83,1.0,Assam,2021,5.833333333333333,6.0,4,8,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Amit Verma,446,21,344,28,24,20,21.24,109,0,0.048,3,0.143,24.02,3,1,0.143,0.048,129.65,0.151,0.07,0.081,0.574,0.349,65,259,122,68,217,59,0.146,0.581,0.274,95.59,119.35,206.78,death,24.14,19.79,16.38,1.0,Goa,2020,4.0476190476190474,4.0,3,8,3,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Amit Yadav,19,4,24,0,1,3,4.75,9,0,0.25,1,0.25,4.92,0,0,0.0,0.0,79.17,0.042,0.042,0.0,0.316,0.458,0,1,18,0,2,22,0.0,0.053,0.947,,50.0,81.82,death,,4.75,6.0,0.35,Goa,2022,8.75,8.5,8,10,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Amlanjyoti Das,25,5,42,2,0,2,5.0,22,0,0.6,2,0.4,9.54,0,0,0.0,0.0,59.52,0.048,0.0,0.048,0.32,0.571,0,11,14,0,19,23,0.0,0.44,0.56,,57.89,60.87,death,22.0,0.75,8.4,0.488,Assam,2021,8.2,8.0,8,9,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Amogh Desai,236,14,196,30,9,14,16.86,38,0,0.0,1,0.071,12.17,3,0,0.214,0.0,120.41,0.199,0.046,0.153,0.737,0.515,199,37,0,166,30,0,0.843,0.157,0.0,119.88,123.33,,middle,8.0,19.27,14.0,1.0,Goa,2020,1.7142857142857142,1.5,1,5,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Amos Rai,12,3,15,2,0,1,4.0,10,0,0.667,0,0.0,5.29,0,0,0.0,0.0,80.0,0.133,0.0,0.133,0.667,0.667,0,0,12,0,0,15,0.0,0.0,1.0,,,80.0,death,,4.0,5.0,0.25,Sikkim,2018,9.666666666666666,10.0,9,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Amulya Pandrekar,13,6,18,1,0,3,2.17,6,0,0.5,1,0.167,2.32,0,0,0.0,0.0,72.22,0.056,0.0,0.056,0.308,0.444,0,1,12,0,1,17,0.0,0.077,0.923,,100.0,70.59,middle,,2.17,3.0,0.45,Goa,2021,10.666666666666666,11.0,9,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Anand Singh,541,19,449,73,12,17,28.47,81,0,0.105,1,0.053,23.76,8,3,0.421,0.158,120.49,0.189,0.027,0.163,0.673,0.47,310,197,34,249,174,26,0.573,0.364,0.063,124.5,113.22,130.77,death,39.6,16.11,23.63,1.0,Jharkhand,2021,1.894736842105263,1.0,1,8,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Aniruddha Joshi,370,17,284,28,13,11,21.76,73,0,0.353,1,0.059,20.74,3,2,0.176,0.118,130.28,0.144,0.046,0.099,0.514,0.289,9,117,244,13,132,139,0.024,0.316,0.659,69.23,88.64,175.54,death,19.22,24.62,16.71,1.0,Karnataka,2021,5.333333333333333,5.0,2,8,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Anish Charak,53,6,68,4,0,5,8.83,22,1,0.167,0,0.0,9.7,0,0,0.0,0.0,77.94,0.059,0.0,0.059,0.302,0.471,0,23,30,0,35,33,0.0,0.434,0.566,,65.71,90.91,death,1.0,10.4,11.33,0.658,Meghalaya,2023,6.833333333333333,7.5,4,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Ankit Chaudhary,35,3,43,3,1,3,11.67,18,1,0.0,0,0.0,9.29,0,0,0.0,0.0,81.4,0.093,0.023,0.07,0.514,0.535,0,21,14,0,23,20,0.0,0.6,0.4,,91.3,70.0,middle,,11.67,14.33,0.367,Uttar Pradesh,2018,8.5,8.5,8,9,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Ankit Kaushik,301,14,236,14,18,10,21.5,74,0,0.286,1,0.071,19.35,4,1,0.286,0.071,127.54,0.136,0.076,0.059,0.545,0.343,11,109,181,14,116,106,0.037,0.362,0.601,78.57,93.97,170.75,death,19.83,22.75,16.86,1.0,Chandigarh,2021,4.5,4.0,3,6,4,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Ankit Kumar,109,4,86,15,1,4,27.25,59,6,0.0,0,0.0,25.21,2,1,0.5,0.25,126.74,0.186,0.012,0.174,0.606,0.384,60,49,0,46,40,0,0.55,0.45,0.0,130.43,122.5,,powerplay,6.0,34.33,21.5,0.608,Haryana,2023,2.75,2.0,2,5,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Ankit Lamba,744,26,695,73,18,22,28.62,62,0,0.154,2,0.077,19.81,13,5,0.5,0.192,107.05,0.131,0.026,0.105,0.538,0.446,340,342,62,313,336,46,0.457,0.46,0.083,108.63,101.79,134.78,death,32.56,19.75,26.73,1.0,Rajasthan,2021,2.0384615384615383,2.0,1,3,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Ankit Sharma,87,12,100,4,2,9,7.25,25,0,0.25,0,0.0,6.92,0,0,0.0,0.0,87.0,0.06,0.02,0.04,0.322,0.43,15,24,48,15,35,50,0.172,0.276,0.552,100.0,68.57,96.0,powerplay,6.0,7.88,8.33,0.917,Madhya Pradesh,2022,6.846153846153846,7.0,3,8,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Ankit Yadav,66,6,70,3,2,5,11.0,32,2,0.167,0,0.0,11.78,1,0,0.167,0.0,94.29,0.071,0.029,0.043,0.364,0.371,0,33,33,0,45,25,0.0,0.5,0.5,,73.33,132.0,death,4.0,12.4,11.67,0.667,Odisha,2020,6.5,6.5,6,7,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Anmol Malhotra,65,6,63,7,1,4,10.83,40,1,0.333,0,0.0,14.61,1,0,0.167,0.0,103.17,0.127,0.016,0.111,0.523,0.429,5,52,8,7,46,10,0.077,0.8,0.123,71.43,113.04,80.0,middle,40.0,5.0,10.5,0.638,Punjab,2019,6.166666666666667,6.5,4,8,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Anmolpreet Singh,954,33,678,85,37,30,28.91,113,2,0.091,0,0.0,29.18,12,7,0.364,0.212,140.71,0.18,0.055,0.125,0.589,0.302,201,498,255,177,384,117,0.211,0.522,0.267,113.56,129.69,217.95,death,32.16,24.5,20.55,1.0,Punjab,2023,4.121212121212121,4.0,3,7,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Anshul Tripathi,54,4,46,6,0,4,13.5,39,1,0.0,0,0.0,17.92,1,0,0.25,0.0,117.39,0.13,0.0,0.13,0.444,0.261,1,39,14,2,36,8,0.019,0.722,0.259,50.0,108.33,175.0,death,7.0,20.0,11.5,0.442,Madhya Pradesh,2018,4.25,4.5,3,5,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Antony Dhas,61,3,50,4,3,1,20.33,28,9,0.667,0,0.0,10.02,0,0,0.0,0.0,122.0,0.14,0.06,0.08,0.557,0.4,0,17,44,0,16,34,0.0,0.279,0.721,,106.25,129.41,death,26.0,9.0,16.67,0.396,Tamil Nadu,2017,7.0,8.0,5,8,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Anuj Rawat,585,26,463,51,29,19,22.5,88,0,0.269,1,0.038,22.58,10,2,0.385,0.077,126.35,0.173,0.063,0.11,0.646,0.421,178,249,158,195,176,92,0.304,0.426,0.27,91.28,141.48,171.74,death,22.94,21.5,17.81,1.0,Delhi,2024,2.9615384615384617,3.0,1,7,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Anurag Sarangi,190,13,172,23,3,12,14.62,43,1,0.077,0,0.0,11.52,1,0,0.077,0.0,110.47,0.151,0.017,0.134,0.579,0.448,137,47,6,113,53,6,0.721,0.247,0.032,121.24,88.68,100.0,powerplay,21.0,11.78,13.23,1.0,Odisha,2018,2.076923076923077,2.0,1,3,2,opener,aggressive_opener,True,1,batting_tailender_cluster_1,tailender,0.0
