player,match_file,date,season,venue,team,opponent,winner,runs,balls_faced,fours,sixes,dismissed,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,dot_balls,season_start_year
Abhay Negi,1205774.json,2019-11-12,2019/20,Wankhede Stadium,Meghalaya,Assam,Meghalaya,9,8,1,0,0,0,0,0,0,9,8,3,2019
Swarajeet Das,1205774.json,2019-11-12,2019/20,Wankhede Stadium,Meghalaya,Assam,Meghalaya,1,1,0,0,0,0,0,0,0,1,1,0,2019
Damodaran Rohit,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,11,9,1,0,1,11,9,0,0,0,0,4,2022
Y Avinash Jadhav,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,6,6,1,0,1,6,6,0,0,0,0,4,2022
AA Kargave,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,35,41,3,0,1,12,11,21,27,2,3,18,2022
Parameeswaran Sivaraman,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,0,3,0,0,1,0,3,0,0,0,0,3,2022
Mohit Mittan,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,1,5,0,0,1,1,5,0,0,0,0,4,2022
Bharat Sharma,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,20,26,1,0,1,1,2,19,24,0,0,10,2022
Marimuthu Vikneshwaran,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,3,6,0,0,1,0,0,2,4,1,2,4,2022
Ankit Sharma,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,3,7,0,0,1,0,0,0,0,3,7,4,2022
Sagar Udeshi,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,0,4,0,0,0,0,0,0,0,0,4,4,2022
Akshay Jain,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,0,2,0,0,1,0,0,0,0,0,2,2,2022
Rohan Suresh,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Puducherry,Goa,Goa,0,0,0,0,1,0,0,0,0,0,0,0,2022
Ishaan Gadekar,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Puducherry,Goa,45,24,6,2,1,32,18,13,6,0,0,7,2022
Deepraj Gaonkar,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Puducherry,Goa,10,9,1,1,1,10,9,0,0,0,0,7,2022
Arjun Tendulkar,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Puducherry,Goa,0,7,0,0,1,0,7,0,0,0,0,7,2022
VS Kahlon,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Puducherry,Goa,0,3,0,0,1,0,2,0,1,0,0,3,2022
TT Sawkar,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Puducherry,Goa,23,23,1,1,0,0,0,23,23,0,0,10,2022
SS Dubhashi,1333031.json,2022-10-22,2022/23,"Sawai Mansingh Stadium, Jaipur",Goa,Puducherry,Goa,6,11,0,0,0,0,0,6,11,0,0,5,2022
AUK Pathan,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,6,7,1,0,1,6,7,0,0,0,0,4,2015
Vivek Singh,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,0,1,0,0,1,0,1,0,0,0,0,1,2015
Saurabh Wakaskar,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,28,27,1,1,1,17,16,11,11,0,0,9,2015
M Rawat,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,2,3,0,0,1,2,3,0,0,0,0,1,2015
Faiz Ahmed,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,15,29,1,0,1,1,9,14,20,0,0,19,2015
Ashish Yadav,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,12,11,1,0,1,0,0,9,7,3,4,2,2015
KV Sharma,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,10,14,1,0,1,0,0,10,14,0,0,7,2015
AR Pandey,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,11,11,1,0,1,0,0,1,2,10,9,5,2015
K Upadhyay,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,4,4,1,0,1,0,0,0,0,4,4,3,2015
Anureet Singh,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,8,10,1,0,0,0,0,0,0,8,10,6,2015
Ranjeet Mali,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Railways,Madhya Pradesh,Madhya Pradesh,1,3,0,0,1,0,0,0,0,1,3,2,2015
Zafar Ali,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Madhya Pradesh,Railways,Madhya Pradesh,36,24,4,2,1,34,22,2,2,0,0,12,2015
Jalaj S Saxena,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Madhya Pradesh,Railways,Madhya Pradesh,37,40,3,0,0,14,14,21,23,2,3,15,2015
NV Ojha,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Madhya Pradesh,Railways,Madhya Pradesh,10,12,1,0,1,0,0,10,12,0,0,6,2015
Harpreet Singh,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Madhya Pradesh,Railways,Madhya Pradesh,2,4,0,0,1,0,0,2,4,0,0,3,2015
Parth Sahani,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Madhya Pradesh,Railways,Madhya Pradesh,15,13,3,0,1,0,0,15,13,0,0,7,2015
Sohraab Dhaliwal,902173.json,2016-01-06,2015/16,Reliance Cricket Stadium,Madhya Pradesh,Railways,Madhya Pradesh,2,5,0,0,0,0,0,0,0,2,5,3,2015
UBT Chand,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,103,58,8,5,1,16,13,50,31,37,14,10,2015
G Gambhir,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,0,3,0,0,1,0,3,0,0,0,0,3,2015
DR Shorey,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,0,4,0,0,1,0,4,0,0,0,0,4,2015
Aditya Kaushik,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,23,23,3,0,1,19,16,4,7,0,0,10,2015
N Rana,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,9,7,0,1,1,0,0,9,7,0,0,3,2015
Milind Kumar,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,19,17,1,0,0,0,0,6,9,13,8,4,2015
P Negi,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Gujarat,Gujarat,13,8,1,1,0,0,0,0,0,13,8,3,2015
PA Patel,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Gujarat,Delhi,Gujarat,42,28,5,2,1,30,19,12,9,0,0,11,2015
Priyank Panchal,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Gujarat,Delhi,Gujarat,69,45,8,1,0,28,17,26,19,15,9,9,2015
MC Juneja,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Gujarat,Delhi,Gujarat,38,22,5,0,1,0,0,38,22,0,0,6,2015
RH Bhatt,955047.json,2016-01-15,2015/16,Sharad Pawar Cricket Academy BKC,Gujarat,Delhi,Gujarat,19,11,3,0,0,0,0,6,4,13,7,1,2015
KH Devdhar,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,1,3,0,0,1,1,3,0,0,0,0,2,2018
Mohit Mongia,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,9,11,1,0,1,9,11,0,0,0,0,5,2018
Vishnu Solanki,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,14,19,1,0,1,14,19,0,0,0,0,10,2018
DJ Hooda,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,7,15,0,0,1,2,3,5,12,0,0,8,2018
YK Pathan,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,8,18,1,0,1,0,0,8,18,0,0,13,2018
Swapnil Singh,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,17,22,2,0,1,0,0,10,15,7,7,11,2018
BA Bhatt,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,3,6,0,0,1,0,0,3,6,0,0,3,2018
RT Arothe,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,4,4,0,0,1,0,0,4,3,0,1,2,2018
Mitesh Patel,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,1,4,0,0,1,0,0,0,0,1,4,3,2018
A Sheth,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,4,7,0,0,0,0,0,0,0,4,7,3,2018
LI Meriwala,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Baroda,Services,Services,0,1,0,0,1,0,0,0,0,0,1,1,2018
Nakul Verma,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Services,Baroda,Services,19,33,1,0,1,14,23,5,10,0,0,19,2018
Ravi Chauhan,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Services,Baroda,Services,22,20,3,0,1,14,13,8,7,0,0,10,2018
Rahul Singh,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Services,Baroda,Services,8,7,1,0,1,0,0,8,7,0,0,3,2018
Rajat Paliwal,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Services,Baroda,Services,8,12,0,0,0,0,0,6,10,2,2,4,2018
Vikas Hathwala,1157155.json,2019-02-25,2018/19,"Airforce Complex ground, Palam",Services,Baroda,Services,18,26,2,0,0,0,0,14,20,4,6,16,2018
BS Sharma,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,14,6,3,0,1,14,6,0,0,0,0,1,2020
Ankit Lamba,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,40,38,2,0,1,14,16,26,22,0,0,10,2020
AL Menaria,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,67,52,6,2,1,15,14,42,29,10,9,14,2020
R Bishnoi,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,4,7,0,0,1,0,0,3,3,1,4,3,2020
Arjit Gupta,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,7,6,0,1,1,0,0,0,0,7,6,4,2020
MK Lomror,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,24,8,2,2,0,0,0,0,0,24,8,1,2020
DL Chahar,1244393.json,2021-01-19,2020/21,Holkar Stadium,Rajasthan,Saurashtra,Rajasthan,2,3,0,0,0,0,0,0,0,2,3,1,2020
Vishvaraj Jadeja,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,22,21,2,1,1,22,21,0,0,0,0,10,2020
AA Barot,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,25,13,3,1,1,25,13,0,0,0,0,2,2020
Samarth Vyas,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,0,1,0,0,1,0,1,0,0,0,0,1,2020
PN Mankad,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,61,37,6,2,0,1,1,21,18,39,18,6,2020
Arpit Vasavada,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,5,11,0,0,1,0,0,5,11,0,0,6,2020
Chirag Jani,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,26,31,2,0,1,0,0,22,25,4,6,13,2020
Parth Chauhan,1244393.json,2021-01-19,2020/21,Holkar Stadium,Saurashtra,Rajasthan,Rajasthan,7,6,1,0,0,0,0,0,0,7,6,2,2020
Virat Singh,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,10,11,2,0,1,10,11,0,0,0,0,7,2017
Ishan Kishan,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,49,35,4,3,1,14,10,35,25,0,0,14,2017
IR Jaggi,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,72,39,10,2,1,20,15,52,24,0,0,11,2017
Kumar Deobrat,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,3,4,0,0,1,0,0,2,2,1,2,1,2017
SS Tiwary,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,11,11,0,1,1,0,0,1,4,10,7,5,2017
KR Singh,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,11,13,1,0,1,0,0,0,0,11,13,7,2017
Pratyush Singh,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,0,1,0,0,1,0,0,0,0,0,1,1,2017
S Nadeem,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,8,4,1,0,0,0,0,0,0,8,4,0,2017
Monu Kumar,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,2,2,0,0,1,0,0,0,0,2,2,1,2017
VR Aaron,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Jharkhand,Bengal,Bengal,0,1,0,0,1,0,0,0,0,0,1,1,2017
SP Goswami,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Bengal,Jharkhand,Bengal,58,41,5,2,1,32,21,26,20,0,0,12,2017
Vivek Singh,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Bengal,Jharkhand,Bengal,63,40,3,5,1,16,15,47,25,0,0,14,2017
MK Tiwary,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Bengal,Jharkhand,Bengal,8,6,1,0,1,0,0,4,4,4,2,1,2017
Sudip Chatterjee,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Bengal,Jharkhand,Bengal,26,18,3,0,1,0,0,4,5,22,13,5,2017
Pramod Chandila,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Bengal,Jharkhand,Bengal,6,9,0,0,0,0,0,0,0,6,9,3,2017
Writtick Chatterjee,1130711.json,2018-01-12,2017/18,JSCA International Stadium Complex,Bengal,Jharkhand,Bengal,4,2,1,0,0,0,0,0,0,4,2,1,2017
BS Sharma,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,0,4,0,0,1,0,4,0,0,0,0,4,2020
AL Menaria,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,51,32,5,2,1,24,11,27,21,0,0,8,2020
Aditya Garhwal,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,29,21,5,1,1,29,21,0,0,0,0,12,2020
Arjit Gupta,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,45,35,2,3,1,0,1,40,27,5,7,13,2020
MK Lomror,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,3,5,0,0,1,0,0,3,5,0,0,2,2020
R Bishnoi,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,12,14,2,0,1,0,0,0,1,12,13,8,2020
CP Singh,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,2,5,0,0,1,0,0,0,0,2,5,3,2020
Tanveer Ul-Haq,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,2,2,0,0,0,0,0,0,0,2,2,0,2020
Ravi Bishnoi,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,0,1,0,0,1,0,0,0,0,0,1,1,2020
A Choudhary,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Rajasthan,Tamil Nadu,Tamil Nadu,0,2,0,0,1,0,0,0,0,0,2,2,2020
Hari Nishaanth,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,Rajasthan,Tamil Nadu,4,8,1,0,1,4,8,0,0,0,0,7,2020
N Jagadeesan,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,Rajasthan,Tamil Nadu,28,28,3,0,1,10,16,18,12,0,0,11,2020
B Aparajith,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,Rajasthan,Tamil Nadu,2,5,0,0,1,2,5,0,0,0,0,4,2020
KB Arun Karthik,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,Rajasthan,Tamil Nadu,89,54,9,3,0,13,7,40,28,36,19,13,2020
KD Karthik,1244405.json,2021-01-29,2020/21,"Narendra Modi Stadium Ground 'A', Motera",Tamil Nadu,Rajasthan,Tamil Nadu,26,17,3,0,0,0,0,23,14,3,3,2,2020
UBT Chand,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,48,35,3,3,1,31,23,17,12,0,0,15,2015
G Gambhir,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,13,11,2,0,1,13,11,0,0,0,0,4,2015
DR Shorey,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,5,9,0,0,1,1,2,4,7,0,0,6,2015
N Rana,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,13,10,2,0,1,0,0,13,10,0,0,4,2015
Milind Kumar,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,7,10,0,0,1,0,0,7,10,0,0,4,2015
Aditya Kaushik,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,6,8,0,0,1,0,0,6,8,0,0,3,2015
P Negi,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,41,23,4,2,0,0,0,8,6,33,17,5,2015
Manan Sharma,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Delhi,Uttar Pradesh,Uttar Pradesh,19,14,1,1,0,0,0,1,1,18,13,3,2015
Prashant Gupta,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,8,8,2,0,1,8,8,0,0,0,0,6,2015
Samarth Singh,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,6,7,1,0,1,6,7,0,0,0,0,4,2015
SK Raina,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,22,18,4,0,1,21,15,1,3,0,0,8,2015
Umang Sharma,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,5,5,1,0,1,5,5,0,0,0,0,3,2015
AD Nath,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,16,15,1,1,1,1,1,15,14,0,0,7,2015
ER Dwivedi,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,49,35,5,2,0,0,0,25,22,24,13,11,2015
PP Chawla,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,10,8,0,1,1,0,0,10,8,0,0,3,2015
P Kumar,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,18,13,1,1,1,0,0,7,7,11,6,4,2015
Amit Mishra,955067.json,2016-01-18,2015/16,Sharad Pawar Cricket Academy BKC,Uttar Pradesh,Delhi,Uttar Pradesh,19,9,2,1,0,0,0,0,0,19,9,2,2015
Mohammed Taha,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,45,40,5,2,1,19,18,26,22,0,0,20,2015
MA Agarwal,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,20,15,4,0,1,20,15,0,0,0,0,7,2015
RV Uthappa,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,25,18,3,1,1,1,3,24,15,0,0,7,2015
KK Nair,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,4,8,0,0,1,0,0,4,8,0,0,4,2015
STR Binny,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,2,4,0,0,1,0,0,2,4,0,0,3,2015
CM Gautam,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,24,15,2,1,0,0,0,2,3,22,12,2,2015
R Vinay Kumar,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,14,8,3,0,1,0,0,1,2,13,6,3,2015
Aniruddha Joshi,902153.json,2016-01-04,2015/16,DRIEMS Ground,Karnataka,Uttar Pradesh,Uttar Pradesh,20,12,2,1,0,0,0,0,0,20,12,5,2015
Prashant Gupta,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,48,37,6,1,1,27,20,21,17,0,0,12,2015
Samarth Singh,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,22,22,2,1,1,20,16,2,6,0,0,11,2015
SK Raina,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,28,15,0,3,1,0,0,28,15,0,0,2,2015
ER Dwivedi,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,29,19,3,0,0,0,0,16,10,13,9,3,2015
Umang Sharma,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,13,10,0,1,1,0,0,5,6,8,4,2,2015
PP Chawla,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,7,6,0,1,1,0,0,0,0,7,6,4,2015
AD Nath,902153.json,2016-01-04,2015/16,DRIEMS Ground,Uttar Pradesh,Karnataka,Uttar Pradesh,9,6,0,1,0,0,0,0,0,9,6,2,2015
Tanmay Agarwal,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,16,12,2,1,1,16,12,0,0,0,0,7,2018
PA Reddy,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,9,8,1,0,1,9,8,0,0,0,0,3,2018
A Ashish Reddy,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,16,16,2,0,1,7,8,9,8,0,0,6,2018
Bavanaka Sandeep,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,33,31,2,1,1,3,8,30,23,0,0,9,2018
AT Rayudu,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,29,31,1,1,1,0,0,17,20,12,11,11,2018
Rohit Rayudu,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,7,9,0,0,1,0,0,3,3,4,6,2,2018
CV Milind,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,1,2,0,0,1,0,0,0,0,1,2,1,2018
Kolla Sumanth,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,18,10,1,1,0,0,0,0,0,18,10,3,2018
Mehdi Hassan,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Hyderabad (India),Uttar Pradesh,Uttar Pradesh,1,1,0,0,0,0,0,0,0,1,1,0,2018
Upendra Yadav,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Hyderabad (India),Uttar Pradesh,25,20,3,1,1,20,15,5,5,0,0,10,2018
Samarth Singh,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Hyderabad (India),Uttar Pradesh,36,36,3,1,1,19,21,17,15,0,0,16,2018
SK Raina,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Hyderabad (India),Uttar Pradesh,54,35,4,3,0,0,0,35,25,19,10,10,2018
AD Nath,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Hyderabad (India),Uttar Pradesh,3,6,0,0,1,0,0,3,6,0,0,4,2018
RK Singh,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Hyderabad (India),Uttar Pradesh,0,1,0,0,1,0,0,0,1,0,0,1,2018
PK Garg,1157122.json,2019-02-22,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Hyderabad (India),Uttar Pradesh,19,13,1,1,0,0,0,2,2,17,11,2,2018
